"","X1","Community","Gender","Literacy","Community_Group","Year","Income_source","Food_source","Education_HH","Education_spouse","Cons_Intervention_gen","Devel_Intervention_gen","Fish_NTZ","FFS","CGRN_Miombo","CGRN_Mangrove","VSLA","Association_Alliance","Food_Groups","Grains","Manufactured Cereals","Banana","Potato","Sweet Potato","Pumpkin/Carrot","Sugar","Beans/Lentils","Nuts","Vegetables","Dark Leafy Greens","Mango/Papaya","Wild Fruits","Red Meat","White Meat","Pork","Organs","Eggs","Fish","Oils/Fats","Dairy","CSB","Seeds","Salt","Inects","Weighted_Dietary_Diversity","Assets","Bicycle","Radio","Bed","Cellphone","Watch","Stove","Chair","Table","Cups & plates","Gas","Television","Axe","Machete","Mortar & pestle","Wagon","Sewing Machine","Fishing rod","Fishing net","Harpoon","Canoe","Canoe Moma","Raft","Tractor","Motorcycle","Mattress","Asset_weight_sum","TotalAssetValue","ProductiveAssetValue","NonProductiveAssetValue","Econ_dec","Chng_livli","Days_seafood","Fish_freq","Fish_sanct_impct","Prohb_fish","No_fish_spec","CF_USE_YN","CF_USE_Construction","CF_USE_Honey","CF_USE_Medicine","CF_USE_Fruit","CF_USE_Other","Mang_USE_YN","Mang_USE_Firewood","Mang_USE_Home","Mang_USE_CrabSnail","Mang_USE_FishProd","Mang_USE_medicine","Mang_USE_Honey","Mang_USE_FishTrap","Mang_USE_Other","Crop_Rotation","Legumes_BRS","Minimum_tillage","Mulching","Live_cover","Organic_Fertilizer","Any_fert","Borrow","Credit_from_A","Credit_from_B","Credit_from_C","Credit_reason","FFS_Participation"
"44",44,"Munar","Female",1,1,2008,"Fruit",NA,"Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.65,5900,400,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"45",45,NA,"Male",1,1,2008,NA,NA,"Complete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,6,12,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2.7,16100,7900,8200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,1,1,0,NA,NA,NA,"Food",NA
"46",46,"Nauluco","Male",0,1,2008,"Informal_work",NA,"None","Illiterate",0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7,1100,900,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"47",47,"Nauluco","Male",1,1,2008,"Hort_crops",NA,"Incomplete_primary","None",0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,8,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.15,6000,900,5100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,1,1,0,NA,NA,NA,NA,NA
"48",48,"Nauluco","Male",1,1,2008,"Informal_work",NA,"Incomplete_secondary","Incomplete_primary",0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.55,400,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"49",49,"Mucoroma","Male",1,1,2008,"Fish_processing",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,8,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9,9000,1000,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"50",50,"Corane","Male",0,1,2008,"Cash_crops",NA,"None","None",1,1,1,1,1,1,0,NA,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7,5800,700,5100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"51",51,"Monudo/Murudo","Male",1,1,2008,"Informal_work",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,9,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.9,8700,500,8200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"52",52,"Corane","Male",0,1,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",1,1,1,1,1,1,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,5,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8,4900,700,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"53",53,"Moebase","Male",1,1,2008,"Fish_sale_external",NA,"Complete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,12,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3.05,14700,6400,8300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,0,NA,NA,NA,NA,NA
"54",54,"Moebase","Male",1,1,2008,"Subsist_crops",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,9,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,2.4,14300,6200,8100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,1,0,NA,NA,NA,NA,NA
"55",55,NA,"Male",1,1,2008,"Informal_work",NA,"Incomplete_secondary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,8,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.15,6000,900,5100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"56",56,"Nacocolo","Male",0,1,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,5,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.85,7400,200,7200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"57",57,"Namige","Male",1,1,2008,"Subsist_crops",NA,"Complete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,1100,0,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"58",58,"Murateia","Male",1,1,2008,"Informal_formal_business",NA,"Incomplete_secondary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6,5,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7,1300,700,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,0,NA,NA,NA,NA,NA
"59",59,"Mituco","Male",0,1,2008,"Informal_formal_business",NA,"None","Illiterate",NA,NA,NA,NA,NA,NA,NA,1,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,13,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3.5,12100,3900,8200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"60",60,"Mituco","Male",1,1,2008,"Firewood_charcoal",NA,"Illiterate","Illiterate",NA,NA,NA,NA,NA,NA,NA,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.05,7700,3200,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"61",61,NA,"Male",1,1,2008,"Fish_processing",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,10,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,14200,6200,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"62",62,"Namiepe","Male",1,1,2008,"Informal_work",NA,"Incomplete_primary","None",1,1,0,1,1,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,5,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.75,4600,400,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"63",63,"Naheco","Male",1,1,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,7,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1,5600,900,4700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"64",64,"Naheco","Male",1,1,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5,5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7,1100,900,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"65",65,"Mecane (Oua)","Male",1,1,2008,"Cash_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5,6,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.95,1600,900,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"66",66,"Namichir","Male",1,1,2008,"Subsist_crops",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3,16200,7900,8300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"67",67,"Corane","Male",0,1,2008,"Cash_crops",NA,"None","None",1,1,1,1,1,1,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,6,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1.75,9600,5300,4300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"68",68,"Murateia","Male",1,1,2008,"Informal_work",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,600,400,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"69",69,NA,"Male",1,1,2008,"Fruit",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,7,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.25,1700,900,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,1,0,NA,NA,NA,NA,NA
"70",70,"Munar","Male",0,1,2008,"Informal_work",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.85,800,700,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"71",71,NA,"Male",1,1,2008,NA,NA,"Incomplete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,12,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3.8,16900,3700,13200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"72",72,"Mecane (Oua)","Male",1,1,2008,"Subsist_crops",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3,16200,7900,8300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"73",73,"Mecane (Oua)","Male",0,1,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,6,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1200,900,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"74",74,"Mecane (Oua)","Male",1,1,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.5,6,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.95,2800,400,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"75",75,NA,"Male",0,1,2008,"Informal_work",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.45,1100,400,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"76",76,"Naheco","Female",0,1,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.55,4900,200,4700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"77",77,"Namame","Female",0,1,2008,NA,NA,"None",NA,0,1,0,1,0,0,1,0,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,600,400,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"78",78,"Corane",NA,0,1,2008,"Subsist_crops",NA,"None",NA,1,1,1,1,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.3,1100,900,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"79",79,"Munar","Female",0,1,2008,"Fruit",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,0,5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,200,0,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"80",80,"Pacone","Male",0,1,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,1,5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1.6,10600,6400,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"81",81,NA,"Male",1,1,2008,NA,NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1,5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,12,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2.85,12200,7900,4300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"82",82,"Nauluco","Male",0,1,2008,"Subsist_crops",NA,"None","None",0,0,0,0,0,0,0,NA,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7,1100,900,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"83",83,"Namichir","Male",1,1,2008,"Subsist_crops",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,9,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2.45,13100,6500,6600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"84",84,"Corane","Male",0,1,2008,"Fish_sale_external",NA,"None","None",1,1,1,1,1,1,0,0,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,7,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1.4,11500,5400,6100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"85",85,"Moebase","Male",1,1,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,9,10,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2.15,13100,7900,5200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,1,0,NA,NA,NA,NA,NA
"86",86,"Corane","Male",0,1,2008,"Informal_work",NA,"Incomplete_primary","Incomplete_primary",1,1,1,1,1,1,0,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5,7,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.25,1700,900,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"87",87,"Corane","Male",1,1,2008,"Subsist_crops",NA,"Complete_primary","None",1,1,1,1,1,1,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,9,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.35,900,400,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"88",88,"Mtopa","Male",1,1,2008,"Subsist_crops",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,8,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1.75,19000,16400,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"89",89,"Murateia","Male",1,1,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.5,6,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1200,900,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,1,0,NA,NA,NA,NA,NA
