"","Community","Gender","Literacy","Community_Group","Year","Income_source","Food_source","Education_HH","Education_spouse","Cons_Intervention_gen","Devel_Intervention_gen","Fish_NTZ","FFS","CGRN_Miombo","CGRN_Mangrove","VSLA","Association_Alliance"
"219",NA,"Male",1,1,2008,"Fish_processing",NA,"Complete_primary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,1
"220","Murateia","Male",1,0,2008,"Fish_processing",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"221","Namame","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","Illiterate",0,1,0,1,0,0,1,NA
"222",NA,"Male",1,0,2008,"Informal_work",NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,NA
"223","Corane","Female",0,0,2008,"Subsist_crops",NA,"None",NA,1,1,1,1,1,1,0,NA
"224","Mituco","Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,"Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,"Male",1,0,2008,NA,NA,"Incomplete_secondary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"227",NA,"Male",1,0,2008,"Construction_materials",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,"Male",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,"Male",1,0,2008,NA,NA,"Incomplete_secondary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"230","Nacalela","Male",0,0,2008,"Fish_processing",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"231","Namame","Female",0,0,2008,NA,NA,"None",NA,0,1,0,1,0,0,1,NA
"232",NA,"Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,"Male",1,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"234","Murateia","Male",1,0,2008,"Informal_formal_business",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"235","Mucoroma","Female",0,0,2008,"Remittances",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,"Male",1,0,2008,NA,NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"237","Mtopa","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,"Female",1,0,2008,"Informal_formal_business",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Naheco","Female",1,0,2008,"Remittances",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Moebase","Male",0,0,2008,"Fish_sale_local",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"241",NA,"Male",1,0,2008,NA,NA,"Complete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"242","Iarupa","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"243","Txotxo","Male",0,0,2008,"Fruit",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"244","Corane","Female",0,0,2008,"Cash_crops",NA,"None",NA,1,1,1,1,1,1,0,NA
"245","Nauluco","Female",0,0,2008,NA,NA,"None",NA,0,0,0,0,0,0,0,NA
"246",NA,"Female",0,0,2008,"Fruit",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Munar","Male",1,0,2008,NA,NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",NA,"Female",0,0,2008,"Fruit",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Monudo/Murudo","Male",0,0,2008,"Fish_sale_external",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"250","Pulizica","Male",0,0,2008,"Fish_sale_local",NA,"None","None",1,0,1,0,0,1,0,NA
"251","Pulizica","Male",0,0,2008,"Fish_sale_external",NA,"None","None",1,0,1,0,0,1,0,NA
"252","Namame","Male",0,0,2008,NA,NA,"None","None",0,1,0,1,0,0,1,NA
"253",NA,"Female",1,0,2008,NA,NA,"Complete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"254","Hori","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"255","Natere","Female",0,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"256",NA,"Male",1,0,2008,"Fish_sale_external",NA,"Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Mtopa","Female",1,0,2008,"Remittances",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Nacocolo","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Nacocolo","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Pacone","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,"Female",0,0,2008,"Informal_work",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",NA,"Female",1,0,2008,NA,NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Corane","Female",1,0,2008,"Subsist_crops",NA,"Incomplete_primary",NA,1,1,1,1,1,1,0,NA
"264","Ampuitine","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Magene","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",NA,"Female",0,0,2008,"Fruit",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Nambui","Male",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",NA,"Female",0,0,2008,"Fish_sale_local",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",NA,"Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Naheco","Male",1,0,2008,"Informal_work",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Iarupa","Female",0,0,2008,"Monthly_pension",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Iarupa","Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,"Male",0,0,2008,"Fish_processing",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"274",NA,NA,1,0,2008,NA,NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"275",NA,"Male",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",NA,"Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"277",NA,"Male",0,0,2008,"Forraged_products",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"278","Iarupa","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"279","Nacocolo","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"280","Pulizica","Male",0,0,2008,"Informal_work",NA,"None","None",1,0,1,0,0,1,0,NA
"281","Magene","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"282",NA,"Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"283",NA,"Male",1,0,2008,"Fish_sale_external",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"284","Naheco","Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"285","Nacalela","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"286",NA,"Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"287",NA,"Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"288","Nanheua","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"289","Lalaue","Male",0,0,2008,"Informal_work",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Lalaue","Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Natere","Female",1,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",NA,"Female",0,0,2008,"Informal_formal_business",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Mavele","Male",0,0,2008,"Sell_drinks",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Pulizica","Male",0,0,2008,"Remittances",NA,"None",NA,1,0,1,0,0,1,0,NA
"295","Pacone","Female",0,0,2008,"Remittances",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",NA,"Male",1,0,2008,NA,NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",NA,"Male",1,0,2008,"Monthly_pension",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Namaquete","Male",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Mavele","Male",0,0,2008,"Informal_formal_business",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",NA,"Male",1,0,2008,NA,NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",NA,"Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"302","Mucoroma","Male",1,0,2008,NA,NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"303","Natere","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"304",NA,"Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"305",NA,"Male",1,0,2008,NA,NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"306","Pulizica","Male",0,0,2008,"Subsist_crops",NA,"None","None",1,0,1,0,0,1,0,NA
"307","Pulizica","Male",0,0,2008,"Fish_sale_external",NA,"None","None",1,0,1,0,0,1,0,NA
"308","Pulizica","Male",0,0,2008,"Subsist_crops",NA,"None","None",1,0,1,0,0,1,0,NA
"309",NA,"Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"310",NA,"Male",1,0,2008,NA,NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",NA,"Male",1,0,2008,"Construction_materials",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"312",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"313","Nambui","Male",0,0,2008,NA,NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"314",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Complete_primary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"315",NA,"Male",1,0,2008,NA,NA,"Complete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"316","Hori","Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"317","Corane","Male",0,0,2008,"Subsist_crops",NA,"None","None",1,1,1,1,1,1,0,NA
"318",NA,"Male",1,0,2008,NA,NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Nacocolo","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",NA,"Male",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",NA,"Male",1,0,2008,NA,NA,"Incomplete_primary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"322",NA,"Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"323",NA,"Male",1,0,2008,NA,NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"324",NA,"Male",1,0,2008,NA,NA,"Incomplete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"325","Monudo/Murudo","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",NA,"Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"327","Pulizica","Male",0,0,2008,"Subsist_crops",NA,"None","None",1,0,1,0,0,1,0,NA
"328","Natere","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"329","Mtopa","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"330",NA,"Female",1,0,2008,NA,NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",NA,"Female",1,0,2008,NA,NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Tipane","Male",1,0,2008,"Fish_sale_external",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Txotxo","Male",1,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"334","Pulizica","Female",0,0,2008,"Informal_work",NA,"None",NA,1,0,1,0,0,1,0,NA
"335","Pacone","Female",0,0,2008,"Cash_crops",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",NA,"Female",1,0,2008,NA,NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",NA,"Female",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Naheco","Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",NA,"Female",0,0,2008,"Informal_formal_business",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Iarupa","Female",0,0,2008,"Remittances",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",NA,"Female",1,0,2008,"Informal_formal_business",NA,"Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",NA,"Female",0,0,2008,"Informal_formal_business",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Lalaue","Male",0,0,2008,NA,NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"344",NA,"Male",0,0,2008,"Informal_formal_business",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"345","Moebase","Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"346",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_secondary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"347","Nacocolo","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"348",NA,"Male",1,0,2008,"Informal_work",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"349","Magene","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"350","Magene","Male",0,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"351","Namige","Male",1,0,2008,NA,NA,"Complete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"352",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"353","Mituco","Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"354",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"355",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"356","Tipane","Male",0,0,2008,"Informal_work",NA,"Illiterate","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"357",NA,"Male",0,0,2008,"Informal_formal_business",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"358","Namiepe","Female",0,0,2008,"Informal_work",NA,"None","None",1,1,0,1,1,0,1,NA
"359","Munar","Male",0,0,2008,"Fish_sale_external",NA,"Complete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"360",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_primary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"361","Macogone","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","Illiterate",0,1,0,1,0,0,1,NA
"362",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"363",NA,"Male",1,0,2008,NA,NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"364",NA,"Male",1,0,2008,NA,NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"365","Mavele","Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"366","Pulizica","Male",0,0,2008,"Fish_sale_external",NA,"None","Illiterate",1,0,1,0,0,1,0,NA
"367","Mituco","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"368",NA,"Male",1,0,2008,NA,NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Natere","Male",0,0,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"370",NA,"Female",0,0,2008,"Informal_formal_business",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"371","Ampuitine","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"372","Mtopa","Male",0,0,2008,NA,NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"373","Moebase","Female",0,0,2008,"Fruit",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",NA,"Female",0,0,2008,"Fruit",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Moebase","Female",1,0,2008,"Sell_drinks",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","Txotxo","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",NA,"Female",0,0,2008,"Sell_drinks",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Mituco","Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Txotxo","Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Moebase","Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","Natere","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",NA,"Male",0,0,2008,"Fish_sale_external",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"383","Moebase","Male",0,0,2008,"Fish_sale_local",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"384","Moebase","Male",0,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"385","Namige","Male",0,0,2008,"Fruit",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"386","Magene","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"387","Namige","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"388","Pulizica","Male",1,0,2008,"Informal_work",NA,"Incomplete_primary","None",1,0,1,0,0,1,0,NA
"389","Pulizica","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",1,0,1,0,0,1,0,NA
"390","Namige","Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"391","Namige","Male",1,0,2008,"Fruit",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"392",NA,"Male",1,0,2008,"Firewood_charcoal",NA,"Incomplete_secondary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"393","Namame","Male",0,0,2008,"Fish_sale_local",NA,"None","None",0,1,0,1,0,0,1,NA
"394",NA,"Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"395","Txotxo","Male",0,0,2008,"Informal_formal_business",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"396","Txotxo","Male",0,0,2008,"Fruit",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"397","Txotxo","Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"398","Txotxo","Male",1,0,2008,"Informal_formal_business",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"399","Txotxo","Male",1,0,2008,"Fruit",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"400","Magene","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"401","Natere","Male",1,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"402","Mtopa","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"403","Ampuitine","Male",0,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"404",NA,"Male",1,0,2008,NA,NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,NA
"405","Corane",NA,0,0,2008,"Subsist_crops",NA,"None",NA,1,1,1,1,1,1,0,NA
"406","Monudo/Murudo","Female",0,0,2008,"Fruit",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Corane","Female",0,0,2008,"Subsist_crops",NA,"None",NA,1,1,1,1,1,1,0,NA
"408","Moebase","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Mtopa","Female",1,0,2008,"Subsist_crops",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Ampuitine","Female",0,0,2008,"Informal_work",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Ampuitine","Female",0,0,2008,"Subsist_crops",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Magene","Female",0,0,2008,"Fruit",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Mecane (Oua)","Female",0,0,2008,"Remittances",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Murateia","Female",1,0,2008,"Informal_work",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",NA,"Male",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Natere","Male",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",NA,"Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Monudo/Murudo","Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",NA,"Male",0,0,2008,"Remittances",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",NA,"Female",0,0,2008,"Subsist_crops",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Nacocolo","Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Nacocolo","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",NA,"Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",NA,"Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Txotxo","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Namaquete","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Namaquete","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",NA,"Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Natere","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Magene","Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Magene","Female",0,0,2008,"Fruit",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",NA,"Female",1,0,2008,"Remittances",NA,"Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Moebase","Male",1,0,2008,"Informal_formal_business",NA,"Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",NA,"Male",0,0,2008,"Fish_processing",NA,"Incomplete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"435",NA,"Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"436",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"437","Lalaue","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"438","Lalaue","Male",1,0,2008,"Fish_sale_local",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"439",NA,"Male",1,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"440",NA,"Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"441",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"442","Natere","Male",0,0,2008,"Fish_processing",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"443",NA,"Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"444",NA,"Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"445","Monudo/Murudo","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
